Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Am I OK?,(2022),"Comedy,Fantasy,Horror",A rebellious Malibu princess is shipped off to a strict English boarding school by her father.,"https://m.media-amazon.com/images/M/MV5BNzUzYTM2YjgtN2I5OC00MmIwLWJhOTgtNjc1ZmFmYzI3MTUwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",1024255,https://www.imdb.com/title/tt1024255/,90 min,PG-13,"4,559",8.1,Posters/1024255.jpg
Astonishing Tales of Terror: Rocktapussy!,(2022),"Biography,Drama,History","Rosie Molloy is addicted to everything, but after an embarrassing incident at her brother Joey's wedding, she wakes up in hospital and decides to change her life by 'Giving Up Everything'.","https://m.media-amazon.com/images/M/MV5BNjE5M2RiZjYtOTUyMS00MTIyLTk5N2QtODA0NjI4OTlmNDNkXkEyXkFqcGdeQXVyMTUxNjEwNzg4._V1_QL75_UX280_CR0,3,280,414_.jpg",22819280,https://www.imdb.com/title/tt22819280/,95 min,R,"12,119",6.8,Posters/22819280.jpg
The Last King of Scotland,(2006),"Comedy,Drama,Romance","Thirty years after they served together in Vietnam, a former Navy Corpsman Larry ""Doc"" Shepherd re-unites with his old buddies, former Marines Sal Nealon and Reverend Richard Mueller, to bury his son, a young Marine killed in the Iraq War.","https://m.media-amazon.com/images/M/MV5BMjI3MDAxNTg1OF5BMl5BanBnXkFtZTgwMzMzMDM1MzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",6018306,https://www.imdb.com/title/tt6018306/,43 min,R,"31,105",6.4,Posters/6018306.jpg
Stars Fell on Alabama,(2021),"Drama,Horror,Music","To avenge her mother's death, Pixie masterminds a heist but must flee across Ireland from gangsters, take on the patriarchy, and choose her own destiny.","https://m.media-amazon.com/images/M/MV5BYmJjOWM4ZjMtZjM1Mi00ZDI3LWIyZmEtNTJmNzI3NTNjZmEyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10831086,https://www.imdb.com/title/tt10831086/,77 min,R,"11,366",7.1,Posters/10831086.jpg
Rosie Molloy Gives Up Everything,(2022–2023),"Comedy,Drama,War","Every second of every day, millions of Americans are caught on security cameras. Most of them are honest citizens going about their daily lives. But a few are guilty of unspeakable crimes.","https://m.media-amazon.com/images/M/MV5BNDFlYmQ3NGEtMjNjYi00NDJhLWFhNmYtMzViMGRkZTcwNDRkXkEyXkFqcGdeQXVyNzY3NzAzOTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",4189570,https://www.imdb.com/title/tt4189570/,88 min,R,"9,946",5.8,Posters/4189570.jpg
Nocturne,(II) (2020),"Comedy,Romance",A paroled former criminal is drawn into an endeavor that puts life with his family at risk and subsequently finds himself living an inexplicable new life working at a psychiatric facility.,"https://m.media-amazon.com/images/M/MV5BZTQxODhjNjgtM2ZlZi00YThmLWEzZTQtZjQxNjEwNjM2YmRjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",464041,https://www.imdb.com/title/tt0464041/,30 min,UA,"41,884",6.7,Posters/464041.jpg
Last Flag Flying,(2017),"Comedy,Crime,Thriller","Romeo and Juliet secretly wed despite the sworn contempt their families hold for each other. It is not long, however, before a chain of fateful events changes the lives of both families forever.","https://m.media-amazon.com/images/M/MV5BOTViY2FkZDMtNGRmZS00MTZmLTg3MzMtZjA4OWU2Mzk4N2JkXkEyXkFqcGdeQXVyNjkzNjUzODY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1645131,https://www.imdb.com/title/tt1645131/,89 min,U,"32,442",7.2,Posters/1645131.jpg
Just Married,(2003),"Documentary,Crime",R.A.S. agents Miss Bianca and Bernard race to Australia to save a little boy and a rare golden eagle from a murderous poacher.,"https://m.media-amazon.com/images/M/MV5BNjY1OWZkMjQtMDY0YS00ZGRiLTg1YjktMzlmZWQyZWMzZGI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",100477,https://www.imdb.com/title/tt0100477/,-,18,"96,530",6.5,Posters/100477.jpg
Pixie,(2020),"Drama,Mystery,Thriller","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.","https://m.media-amazon.com/images/M/MV5BMjE3Mjc3NjQ5NV5BMl5BanBnXkFtZTYwMjY5MjE3._V1_QL75_UX280_CR0,3,280,414_.jpg",436331,https://www.imdb.com/title/tt0436331/,115 min,A,"46,982",7.2,Posters/436331.jpg
See No Evil,(2014– ),"Animation,Adventure,Comedy",An updated version of the classic series following a creepy family who live in a haunted house.,"https://m.media-amazon.com/images/M/MV5BNWQxMzMxYTYtZjM1Zi00ZjFiLWIxMDQtZTYyYWQ0ZjMyMmU4XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",172031,https://www.imdb.com/title/tt0172031/,118 min,18,"4,928",7.5,Posters/172031.jpg
The Lazarus Project,(2008),"Comedy,Drama,Romance","Detroit PD borrows an LA SWAT leader as instructor for 2 weeks training of their SWAT team. After a real SWAT action, a madman with special skills, obsessed with revenge, is released on bail.","https://m.media-amazon.com/images/M/MV5BMGE2OGZiZTUtYTM1My00YTgzLTk1ODItNmUxN2JlZGVkNGQxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1621429,https://www.imdb.com/title/tt1621429/,124 min,UA 7+,"96,748",5.4,Posters/1621429.jpg
The Rescuers Down Under,(1990),"Comedy,Family,Horror","An FBI agent and his new partner, a CIA operative, embark on missions to save the world, but have to put up with each other first.","https://m.media-amazon.com/images/M/MV5BNTk1MzhmNTYtNmExMi00NWRkLThiZGEtNGI3MWYyYTYwMDAyXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",7599942,https://www.imdb.com/title/tt7599942/,108 min,UA 16+,"43,269",6.8,Posters/7599942.jpg
Friends with Money,(2006),"Action,Crime,Thriller","A sniper on a mercenary assassination team kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.","https://m.media-amazon.com/images/M/MV5BMTk5NTYzMDAxOF5BMl5BanBnXkFtZTgwNjY3NzMwNDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2515034,https://www.imdb.com/title/tt2515034/,60 min,A,"3,453",7.8,Posters/2515034.jpg
The New Addams Family,(1998–1999),"Action,Adventure,Comedy","Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.","https://m.media-amazon.com/images/M/MV5BYzdiNjQzOWMtNGE3YS00YzUxLWI2MWYtYjhjMmE1ODA0YWNlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",101912,https://www.imdb.com/title/tt0101912/,108 min,A,"3,316",6.3,Posters/101912.jpg
Whiskey Cavalier,(2019),"Action,Adventure,Crime","British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.","https://m.media-amazon.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1412386,https://www.imdb.com/title/tt1412386/,122 min,PG-13,"180,353",7.4,Posters/1412386.jpg
Frankie and Johnny,(1991),"Comedy,Drama,Romance",Police investigate when the body of a girl is found in a lake.,"https://m.media-amazon.com/images/M/MV5BMDM1OTY2MTUtNDQwZS00MmZjLWFjNTktOTg1NGE2MTA0ZjgxXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",7217374,https://www.imdb.com/title/tt7217374/,-,18,"12,150",7.2,Posters/7217374.jpg
One Fine Day,(1996),"Crime,Drama,Mystery",After being gone for a decade a country star returns home to the love he left behind.,"https://m.media-amazon.com/images/M/MV5BMTAzOTczNGUtY2VkNC00YzNiLWFhYjUtMjEzYTViYmEzODVhXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4103724,https://www.imdb.com/title/tt4103724/,50 min,UA,50,7.0,Posters/4103724.jpg
Craith,(2018–2022),"Comedy,Drama,Music","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.","https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",112818,https://www.imdb.com/title/tt0112818/,109 min,U,"407,500",6.6,Posters/112818.jpg
Forever My Girl,(2018),"Crime,Drama","In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.","https://m.media-amazon.com/images/M/MV5BNmM2MWQ0NzktNzU0OS00MjYzLTkxNDYtMzliNTA5ZmNkMmZlXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10451914,https://www.imdb.com/title/tt10451914/,81 min,UA,"141,361",7.8,Posters/10451914.jpg
Dead Man Walking,(1995),"Action,Adventure,Fantasy",The adventures of the creatures of the most incredible metropolis: Zootopia.,"https://m.media-amazon.com/images/M/MV5BZDc4NWNiNjgtNzBhNS00M2ExLTlkNjYtNWZkMTczOTQ0N2ZjXkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",13622956,https://www.imdb.com/title/tt13622956/,123 min,R,"669,260",6.9,Posters/13622956.jpg
Zootopia+,(2022– ),"Comedy,Drama",A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,"https://m.media-amazon.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1226229,https://www.imdb.com/title/tt1226229/,118 min,R,382,5.2,Posters/1226229.jpg
Carrie Pilby,(2016),"Drama,Romance","A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.","https://m.media-amazon.com/images/M/MV5BODcyYzM4YTAtNGM5MS00NjU4LTk2Y2ItZjI5NjkzZTk0MmQ1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",106308,https://www.imdb.com/title/tt0106308/,128 min,U,"7,267",6.9,Posters/106308.jpg
Heartbreak High,(1994–1999),"Comedy,Music","Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters.","https://m.media-amazon.com/images/M/MV5BNDhhYjU4ZDMtYjI5OC00N2RkLTg5MGItZTNkM2Q5MzE5NjQxXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",12889404,https://www.imdb.com/title/tt12889404/,161 min,A,"197,188",7.2,Posters/12889404.jpg
Cyrano,(2021),"Crime,Mystery","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","https://m.media-amazon.com/images/M/MV5BNWYyMzJhNzEtMzFkNC00M2U0LTkwMWYtYWVkN2Y2MGI5ODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",120783,https://www.imdb.com/title/tt0120783/,52 min,R,"1,460",6.1,Posters/120783.jpg
Wong & Winchester,(2023– ),"Drama,Mystery,Thriller","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.","https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1170358,https://www.imdb.com/title/tt1170358/,60 min,R,"17,480",6.1,Posters/1170358.jpg
Ant-Man and the Wasp,(2018),"Adventure,Comedy,Drama","With retirement on his mind, a successful Atlanta-based drug dealer sets up one last big job while dealing with trigger-happy colleagues and the police.","https://m.media-amazon.com/images/M/MV5BMWU1Yzc0ZDUtNGFlZC00ZTFkLWIxMTEtZTQ5ZTliYzIxZWI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",7690670,https://www.imdb.com/title/tt7690670/,-,18,"12,494",6.6,Posters/7690670.jpg
The Parent Trap,(1998),"Adventure,Fantasy",Follows a lycanthrope superhero who fights evil using the abilities given to him by a curse brought on by his bloodline.,"https://m.media-amazon.com/images/M/MV5BZjI3NjI3NDQtY2RmYS00NTJjLWI0YTQtNTE4NmZiN2UzMWJjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",15318872,https://www.imdb.com/title/tt15318872/,101 min,Not Rated,"13,727",5.6,Posters/15318872.jpg
Into the Wild,(2007),"Action,Crime,Thriller",DS Karen Pirie reopens the case of a murdered barmaid. Her investigation unearths flaws in the original 1996 inquiry.,"https://m.media-amazon.com/images/M/MV5BMmFiMTNhNTQtNjgyMy00Y2EwLTk5YjEtNTU5NmYyOTg3ZWM1XkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_QL75_UX280_CR0,3,280,414_.jpg",11725900,https://www.imdb.com/title/tt11725900/,88 min,PG-13,598,6.6,Posters/11725900.jpg
A Hologram for the King,(2016),"Drama,Mystery",It's a heartfelt window into the life of a child - much older inside than his 11 years - using comedy and self-deprecation to win friends and connect with the small collection of people in his limited world.,"https://m.media-amazon.com/images/M/MV5BZDViOWU4YTQtMTA0NS00MGQ1LThhOGEtMzUwNWVlYjMxOGQ3XkEyXkFqcGdeQXVyNzc1NDMxMzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",15310816,https://www.imdb.com/title/tt15310816/,42 min,R,"4,255",5.2,Posters/15310816.jpg
Deuce Bigalow: Male Gigolo,(1999),Comedy,"A young, capable professional cannot explain her newly erratic behavior.","https://m.media-amazon.com/images/M/MV5BNmY0OThiYWQtMTAzYi00N2FiLWFlYWUtZDUzYzJiY2RlNjEwXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",3704700,https://www.imdb.com/title/tt3704700/,114 min,A,283,6.7,Posters/3704700.jpg
Life of the Party,(I) (2018),"Biography,Drama",A young paramedic discovers he has telepathic powers.,"https://m.media-amazon.com/images/M/MV5BMTg5MDk4Mzk1OV5BMl5BanBnXkFtZTcwNjYxMTAyOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1181541,https://www.imdb.com/title/tt1181541/,50 min,R,"17,842",7.7,Posters/1181541.jpg
Son of a Critch,(2022– ),"Drama,Mystery","Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away.","https://m.media-amazon.com/images/M/MV5BMTQzMjYwNTc2M15BMl5BanBnXkFtZTcwMTY0Mjc4Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1748179,https://www.imdb.com/title/tt1748179/,30 min,13,"6,387",6.5,Posters/1748179.jpg
Save Me,(2018–2022),"Drama,Fantasy,Mystery","James, a young grifter, attempts to prey upon Pastor Byron Brown, who turns out to be far more dangerous than he suspects. A cast of Coen brothers-type characters complicate their plans to outplay each other.","https://m.media-amazon.com/images/M/MV5BN2UwOWE1NTgtMDkxOC00NTZhLThmOTUtYzNjNTM5YTk1MzdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",8912384,https://www.imdb.com/title/tt8912384/,4 min,A,"1,532",7.5,Posters/8912384.jpg
The Listener,(2009–2014),Comedy,"Coming-of-age drama about lovable rogues Conor and Jock as they navigate their awkward teenage years, hatching plans and adventures to help distract from their tough home lives and their inability to stay out of trouble at school.","https://m.media-amazon.com/images/M/MV5BNTU3MjA4MjAtMTYxMy00NjhkLWJmZDQtMmZmMjIzNTQ2ZGQwXkEyXkFqcGdeQXVyMjYzNTk1NTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",7988304,https://www.imdb.com/title/tt7988304/,109 min,U,"11,559",5.7,Posters/7988304.jpg
Red Lights,(2012),"Comedy,Crime,Drama",A veteran cowboy and his nephew save five Chinese girls from prostitution while trekking from Oregon to Wyoming.,"https://m.media-amazon.com/images/M/MV5BMjNkZTQ3YTMtNGQyZS00NjNiLTgwMmMtNWU1NjY1OWUyYTgxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",482857,https://www.imdb.com/title/tt0482857/,142 min,A,"76,550",6.6,Posters/482857.jpg
"Perpetual Grace, LTD",(2019),"Action,Adventure,Drama","When a protective father meets a murderous ex-con, both need to deviate from the path they are on as they soon find themselves entangled in a downwards spiral of lies and violence while having to confront their own inner psyche.","https://m.media-amazon.com/images/M/MV5BMTc4NTU4MTY2Nl5BMl5BanBnXkFtZTgwNDM5MjQ2MTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1179031,https://www.imdb.com/title/tt1179031/,23 min,R,"208,996",7.6,Posters/1179031.jpg
The Young Offenders,(2018– ),"Short,Music","Woodstock 1969 promised peace and music, but its '99 revival delivered days of rage, riots and real harm. Why did it go so horribly wrong?","https://m.media-amazon.com/images/M/MV5BMmUzZGMxYWUtZTQ0OS00NTZiLWI1MDEtYzliOWNlMDljNjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",21217912,https://www.imdb.com/title/tt21217912/,101 min,UA 13+,"4,943",5.2,Posters/21217912.jpg
Broken Trail,(2006),"Crime,Thriller","An actor prepping for an upcoming role meets a quirky grocery clerk, and together they hit the road to show each other their respective worlds.","https://m.media-amazon.com/images/M/MV5BMTI1MTU4NjYzMV5BMl5BanBnXkFtZTcwNTg1NzQ0MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",499603,https://www.imdb.com/title/tt0499603/,119 min,R,"32,654",6.9,Posters/499603.jpg
Cold in July,(2014),Drama,"A travelling theater group find so much action going on behind-the-scenes, they almost ruin the performances.","https://m.media-amazon.com/images/M/MV5BMmNjNjE3MzgtOGU1NS00ODVmLTg0NzctNDQ3ODczZjU3NDgzXkEyXkFqcGdeQXVyNzkwNTk1NDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",105017,https://www.imdb.com/title/tt0105017/,118 min,U,"242,047",6.4,Posters/105017.jpg
The Ballad of Jack and Rose,(2005),"Animation,Short,Action","Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?","https://m.media-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1155056,https://www.imdb.com/title/tt1155056/,111 min,R,"33,135",5.7,Posters/1155056.jpg
Fast & Furious Spy Racers,(2019–2021),"Adventure,Family,Fantasy","Star-Lord, Drax, Rocket, Mantis, and Groot engage in some spirited shenanigans in an all-new original special created for Disney+.","https://m.media-amazon.com/images/M/MV5BOGJjMzlmNzctMWI4Yi00MjcyLWFmYzAtN2JmZjU0YTM4YmRmXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",13623136,https://www.imdb.com/title/tt13623136/,110 min,R,"11,800",6.6,Posters/13623136.jpg
Noises Off...,(1992),"Comedy,Romance","In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.","https://m.media-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_QL75_UX280_CR0,3,280,414_.jpg",898367,https://www.imdb.com/title/tt0898367/,103 min,A,"2,521",5.9,Posters/898367.jpg
"I Love You, Man",(1993),"Action,Adventure,Comedy",A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,"https://m.media-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",427229,https://www.imdb.com/title/tt0427229/,11 min,U,"26,321",7.6,Posters/427229.jpg
This Boy's Life,(2016),"Drama,Fantasy",A father and daughter isolated on an island off the East Coast and living on a once-thriving commune grapple with the limits of family and sexuality.,"https://m.media-amazon.com/images/M/MV5BMGNlZjAxYzUtNzUyYS00ZTcwLTg3YjctNjc1MmJlZGY1ZjE0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",357110,https://www.imdb.com/title/tt0357110/,104 min,A,572,6.1,Posters/357110.jpg
The Guardians of the Galaxy: Holiday Special,(I) (2009),"Adventure,Comedy,Crime",Fantasy adventure origin story about a young man discovering he has god-like powers based on ancient Norse mythology.,"https://m.media-amazon.com/images/M/MV5BYWU1MTM4OTktZTU4OS00ZWNiLTk0ZTYtOGM4Y2M3NTVhOGJlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",5715066,https://www.imdb.com/title/tt5715066/,95 min,13,"4,374",7.5,Posters/5715066.jpg
The Road,(1990),"Comedy,Romance","During the 1980s, Soviet authorities hunt for a serial killer who picks his victims in railway stations and commuter trains and lures them into the woods.","https://m.media-amazon.com/images/M/MV5BNGIwNjAzZmQtMzZmZC00NDM5LTg0ZjctMzZmOTQxM2Y1OGRlXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",112681,https://www.imdb.com/title/tt0112681/,30 min,18,"1,057",6.6,Posters/112681.jpg
Mermaids,(1996),"Animation,Family,Fantasy","During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside.","https://m.media-amazon.com/images/M/MV5BYTc4M2Q2Y2YtMjM0MS00ZTEyLWExYmMtMjEzNjlmNTNjMWYxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",7550014,https://www.imdb.com/title/tt7550014/,45 min,A,"42,651",6.3,Posters/7550014.jpg
Doc McStuffins,(I) (2020),"Comedy,Drama,Romance","Reality show where two strangers (typically 1 male, 1 female) try to survive in the wild for up to 21 days, naked.","https://m.media-amazon.com/images/M/MV5BNGFiNDllNjQtNjBkMy00ZWQxLThlNDktNDBmOWU2MmFlNzExXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UX280_CR0,3,280,414_.jpg",3007640,https://www.imdb.com/title/tt3007640/,102 min,PG-13,"14,984",7.5,Posters/3007640.jpg
The Game,(2010–2016),"Adventure,Game-Show,Horror",A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.,"https://m.media-amazon.com/images/M/MV5BMTI0NjEwNDgwOV5BMl5BanBnXkFtZTYwOTI1NTA3._V1_QL75_UX280_CR0,3,280,414_.jpg",304415,https://www.imdb.com/title/tt0304415/,103 min,UA,"6,041",6.2,Posters/304415.jpg
Naked and Afraid,(2003–2011),Drama,"Three middle-aged best friends from Los Angeles are flying to Paris when their plane makes an emergency landing in Cleveland. Realizing that all the norms from Los Angeles don't apply anymore, they decide to celebrate a city that values real women and stay where they're still considered hot.","https://m.media-amazon.com/images/M/MV5BMTY4MTc4NjcxMl5BMl5BanBnXkFtZTcwNzk5Njk1Mw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1583607,https://www.imdb.com/title/tt1583607/,118 min,A,316,8.1,Posters/1583607.jpg
The Royal,(2020),"Comedy,Crime,Drama",Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,"https://m.media-amazon.com/images/M/MV5BYjc3NjU1ZTEtNmNjNi00YzNiLWI3OWQtMTJmYTRkZDc1NDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",243155,https://www.imdb.com/title/tt0243155/,60 min,U,"5,030",6.0,Posters/243155.jpg
Mona Lisa Smile,(2020),Comedy,"April Carver, whose world has just started to look up, is diagnosed with leukemia. With the support of her family and best friend, she might just be able to fight it.","https://m.media-amazon.com/images/M/MV5BOTczNDY1MjExM15BMl5BanBnXkFtZTgwMDc3NjMxMjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2399794,https://www.imdb.com/title/tt2399794/,106 min,13,"627,134",7.5,Posters/2399794.jpg
I Care a Lot,(2005),"Comedy,Drama,Romance","Sam Gleason lives in a town where high school football is the backbone of the community. When she accuses a member of the team of committing heinous acts against her on a night she can't even remember, will anyone believe her?","https://m.media-amazon.com/images/M/MV5BMDJmYWM4OGYtOWJlNS00YmY1LWI2YWQtOWZkZDE0YzVhMTA0XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3660850,https://www.imdb.com/title/tt3660850/,98 min,R,"4,184",7.0,Posters/3660850.jpg
Bridget Jones's Diary,(2021),"Crime,Drama,Mystery","In Hell, imp Blitzø runs an assassin business targeting the world of the living, using a spell book borrowed from a prince of Hell. With employees Moxxie, Millie, and Loona, they attempt to survive each other while keeping business afloat.","https://m.media-amazon.com/images/M/MV5BMjQ4ZDkzZGYtZWZhOS00ZTk0LTgyYWUtODkxMTk4ZTIzOTgxXkEyXkFqcGdeQXVyMzUwMTgwMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10691770,https://www.imdb.com/title/tt10691770/,148 min,R,218,5.7,Posters/10691770.jpg
"Hallelujah: Leonard Cohen, a Journey, a Song",(2014–2015),"Comedy,Drama,Music",Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,"https://m.media-amazon.com/images/M/MV5BNjUyNjU0NDE0OV5BMl5BanBnXkFtZTYwNzcwMzg3._V1_QL75_UX280_CR0,3,280,414_.jpg",251736,https://www.imdb.com/title/tt0251736/,53 min,A,"9,573",5.1,Posters/251736.jpg
Chasing Life,(2014 TV Movie),"Animation,Comedy,Crime","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",758758,https://www.imdb.com/title/tt0758758/,43 min,R,"1,384",5.3,Posters/758758.jpg
The Assault,(2022),Horror,"Follows a 12-year-old girl who lives a closed-in life after turning into a vampire, only able to go out at night. Her father does his best to provide her with the minimal amount of human blood she needs to stay alive.","https://m.media-amazon.com/images/M/MV5BM2M4YjdkOTItZTA2ZS00NjMxLTg1Y2EtZGQwMjZkMzgwNGE5XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",14367168,https://www.imdb.com/title/tt14367168/,30 min,PG-13,"61,874",6.8,Posters/14367168.jpg
