Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
The Machine,(I) (2013),"Action,Drama,Sci-Fi","In efforts to construct perfect android killing machines in a war against China, UK scientists exceed their goal and create a sentient robot.","https://m.media-amazon.com/images/M/MV5BMTUwMDg1NTk1OV5BMl5BanBnXkFtZTgwMzAyNDczMTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2317225,https://www.imdb.com/title/tt2317225/,91 min,R,"31,747",6.0
Rim of the World,(2019),"Action,Adventure,Comedy",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,"https://m.media-amazon.com/images/M/MV5BMjAyNTE0MTQzNF5BMl5BanBnXkFtZTgwMjc2MzUwODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",8179388,https://www.imdb.com/title/tt8179388/,98 min,NA,"24,525",5.2
Forensic Files,(1996–2011),"Documentary,Crime",A series featuring detailed accounts on how notable crimes and diseases were solved through forensic science.,"https://m.media-amazon.com/images/M/MV5BODRmMzVkNzktZGRjYy00M2VkLTlhNGEtYzFiMWM1YWU2YWE2XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX280_CR0,3,280,414_.jpg",0247882,https://www.imdb.com/title/tt0247882/,30 min,NA,"6,869",8.8
Mildred Pierce,(2011),Drama,"Divorced single mom Mildred Pierce decides to open a restaurant business, which tears at the already-strained relationship with her ambitious elder daughter, Veda.","https://m.media-amazon.com/images/M/MV5BMTYxMTI3MDA2NV5BMl5BanBnXkFtZTcwMjkwODU2NA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1492030,https://www.imdb.com/title/tt1492030/,336 min,NA,"22,867",7.6
Whatever Works,(2009),"Comedy,Romance","A middle-aged, misanthropic divorcé from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl.","https://m.media-amazon.com/images/M/MV5BMTU2NTA4NzgyNl5BMl5BanBnXkFtZTcwNzEzMjQ1Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1178663,https://www.imdb.com/title/tt1178663/,93 min,PG-13,"75,673",7.1
A Dirty Shame,(2004),Comedy,"An uptight, middle-aged, repressed woman turns into a sex addict after getting hit on the head, and she then falls into an underground subculture of sex addicts in suburban Baltimore.","https://m.media-amazon.com/images/M/MV5BMjE4MTk4NjgxOV5BMl5BanBnXkFtZTcwOTE4NDYyMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0365125,https://www.imdb.com/title/tt0365125/,89 min,A,"13,287",5.1
Juste la fin du monde,(2016),Drama,"Louis (Gaspard Ulliel), a terminally ill writer, returns home after a long absence to tell his family that he is dying.","https://m.media-amazon.com/images/M/MV5BMWE3NDgwOTEtNGE4Ni00Nzk1LWE1OGMtODZhNWVhNjE3ZjY5XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",4645368,https://www.imdb.com/title/tt4645368/,97 min,NA,"24,517",6.8
A Perfect Ending,(2012),"Drama,Romance","Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.","https://m.media-amazon.com/images/M/MV5BMzk5MDgwOTg2NF5BMl5BanBnXkFtZTcwNjc5MjkwNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1823059,https://www.imdb.com/title/tt1823059/,110 min,NA,"4,670",5.6
The Cases of Mystery Lane,(2023 TV Movie),"Comedy,Crime,Romance","Follows Alden and Birdie Case, as they find a new way to keep the mystery alive. Alden takes classes in hopes of becoming a private investigator, and Birdie may hold the keys to solve one of his mysteries.","https://m.media-amazon.com/images/M/MV5BYmQyYTE1NDItYTg3MC00ODYwLTlhZGUtMDgzOTJhOGQ1YmZkXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",26545218,https://www.imdb.com/title/tt26545218/,84 min,NA,556,6.2
The Magic Flute,(2022),"Adventure,Fantasy,Musical","Follows 17-year-old Tim Walker as he travels from London to the Austrian Alps to attend the legendary Mozart boarding school. There, he discovers a centuries-old forgotten passageway into the fantastic world of Mozart's ""The Magic Flute.""","https://m.media-amazon.com/images/M/MV5BZjg3MDY1N2ItMzZjZC00MTc0LThiYjYtYmFkNWNmODEyZDU0XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",8206398,https://www.imdb.com/title/tt8206398/,115 min,NA,688,5.6
No Good Nick,(2019),"Comedy,Drama,Family",A family's lives are turned upside-down when a street-smart young grifter shows up on their doorstep claiming to be a distant relative.,"https://m.media-amazon.com/images/M/MV5BYmRjYzdmYmQtYjQxNC00M2I2LTkxZjctOGRiOGIxODg5NzU2XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",9039142,https://www.imdb.com/title/tt9039142/,30 min,13,"3,347",6.0
The Devil's Candy,(2015),"Drama,Horror,Thriller","A struggling painter's possessed by dark forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.","https://m.media-amazon.com/images/M/MV5BNTQzOTIxNTA5OV5BMl5BanBnXkFtZTgwODc3NzQ1MTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",4935372,https://www.imdb.com/title/tt4935372/,79 min,NA,"20,648",6.4
'Tis the Season to be Merry,(2021 TV Movie),"Comedy,Romance","Looking for a fresh angle on her new book on relationships, Merry heads to snow covered Vermont. She finds a new perspective and Christmas cheer with charismatic aid worker Chris.","https://m.media-amazon.com/images/M/MV5BZTY3NmY4NDctMzc2Ny00OTAyLWJhODEtYWU1MTdkYTNlNjViXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",15739902,https://www.imdb.com/title/tt15739902/,84 min,NA,"1,382",6.9
No Escape,(1994),"Action,Drama,Sci-Fi",A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,"https://m.media-amazon.com/images/M/MV5BNzQ3ODA1ODc4N15BMl5BanBnXkFtZTgwMDI4MzgxMTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0110678,https://www.imdb.com/title/tt0110678/,118 min,A,"21,743",6.1
Polarized,(2023),Drama,"Lisa, an aspiring songwriter, whose farming family has suffered foreclosure is forced to work at a new, 'urban farm' where she meets Dalia. Her casual racism leads her to be fired but the women end up drawn into a passionate affair.","https://m.media-amazon.com/images/M/MV5BMDBmZDQ2YmYtNjUyYy00N2U5LTllYTktYTllM2FiZDlmMzUyXkEyXkFqcGdeQXVyMjM5ODM4OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6800566,https://www.imdb.com/title/tt6800566/,104 min,NA,56,8.7
Chopper,(2000),"Biography,Crime,Drama","Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.","https://m.media-amazon.com/images/M/MV5BMTczZDNjNDQtOTk2Yy00NDlkLTg2MWEtNmNkZjA5NTI5NWFkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,3,280,414_.jpg",0221073,https://www.imdb.com/title/tt0221073/,94 min,A,"40,344",7.1
Girl Most Likely,(2012),Comedy,A failed New York playwright awkwardly navigates the transition from Next Big Thing to Last Year's News.,"https://m.media-amazon.com/images/M/MV5BMTEyMDgyNDYwNjReQTJeQWpwZ15BbWU3MDc1MDQwNjk@._V1_QL75_UX280_CR0,3,280,414_.jpg",1698648,https://www.imdb.com/title/tt1698648/,103 min,PG-13,"15,743",5.7
Suite Française,(2014),"Drama,Romance,Thriller","During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier.","https://m.media-amazon.com/images/M/MV5BMTczMjg3MzQ0NF5BMl5BanBnXkFtZTgwMDYyNzY4NDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0900387,https://www.imdb.com/title/tt0900387/,107 min,NA,"27,645",7.0
Playboy's No Boys Allowed,(2000 Video),Documentary,"Playboy went back into the film vault to bring you the hottest girl-girl action we've ever recorded. It's all girls, just girls and only girls in the wildest scenes of women seducing women.","https://m.media-amazon.com/images/M/MV5BYzc5MGI4Y2EtNjRlNS00NTQ2LWI3OTQtZTYxMGFhM2E1NTE1XkEyXkFqcGdeQXVyMTgwOTE5NDk@._V1_QL75_UX280_CR0,3,280,414_.jpg",0354772,https://www.imdb.com/title/tt0354772/,51 min,NA,546,6.6
Parkland,(2013),"Drama,History,Mystery",A recounting of the chaotic events that occurred at Dallas' Parkland Memorial Hospital on the day President John F. Kennedy was assassinated.,"https://m.media-amazon.com/images/M/MV5BMjE2NjkwNDE2MF5BMl5BanBnXkFtZTgwNDY5ODIxMDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2345112,https://www.imdb.com/title/tt2345112/,93 min,PG-13,"16,908",6.4
A Nice Girl Like You,(2020),"Comedy,Romance","After being accused of being too inhibited by her ex-boyfriend, a violinist creates a rather wild to-do list that sends her on a whirlwind journey of self-discovery.","https://m.media-amazon.com/images/M/MV5BZGVlZjkyMGItMWJiMC00MzFkLWIyYTMtZTU3Yjg3OTM3M2QwXkEyXkFqcGdeQXVyODQ2ODY5MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3278540,https://www.imdb.com/title/tt3278540/,94 min,R,"6,224",5.1
Muppet Treasure Island,(1996),"Action,Adventure,Comedy","The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver.","https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",0117110,https://www.imdb.com/title/tt0117110/,99 min,NA,"25,428",6.9
Backcountry,(I) (2014),"Adventure,Drama,Horror",An urban couple goes camping in the woods and find themselves lost in the territory of a predatory black bear.,"https://m.media-amazon.com/images/M/MV5BMzE3NTMwOTk5OF5BMl5BanBnXkFtZTgwODcxNTE1NDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2944198,https://www.imdb.com/title/tt2944198/,92 min,R,"22,785",6.0
Monos,(2019),"Adventure,Drama,Thriller","On a remote mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.","https://m.media-amazon.com/images/M/MV5BYTA0ZDllNTYtY2ExYS00NGJlLWEzNGEtMjhkMzdhYjViMjZiXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",6062774,https://www.imdb.com/title/tt6062774/,102 min,R,"18,130",6.9
Confessions of a Shopaholic,(2009),"Comedy,Romance",A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,"https://m.media-amazon.com/images/M/MV5BMzFlMjVkMzQtMTk2OS00ZTY2LWEyMGMtM2ZkN2QxN2FkNzUzXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX280_CR0,3,280,414_.jpg",1093908,https://www.imdb.com/title/tt1093908/,104 min,U,"81,041",5.8
Jimmy Neutron: Boy Genius,(2001),"Animation,Action,Adventure",An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,"https://m.media-amazon.com/images/M/MV5BMzczYzM4MmMtMTEyYi00ZGRmLWE2OTMtZmNhYTdiYjQ4NDUxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0268397,https://www.imdb.com/title/tt0268397/,82 min,U,"36,622",6.1
The Joy Luck Club,(1993),Drama,The life histories of four East Asian women and their daughters reflect and guide each other.,"https://m.media-amazon.com/images/M/MV5BMGQzN2FhMGEtYWZjNC00ZWE1LTgzY2YtNzg4OTgyMjhhYTkyXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0107282,https://www.imdb.com/title/tt0107282/,139 min,Not Rated,"17,700",7.7
Like Father,(2018),"Comedy,Drama","After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.","https://m.media-amazon.com/images/M/MV5BMTY1NDc3MzgxNV5BMl5BanBnXkFtZTgwNDc3MTQwNjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",7170950,https://www.imdb.com/title/tt7170950/,98 min,NA,"22,399",6.1
Deep Cover,(1992),"Action,Crime,Thriller",A uniformed police officer is recruited by the DEA to infiltrate a drug smuggling ring looking to expand its operation.,"https://m.media-amazon.com/images/M/MV5BOWVmYjM4ZWQtZjMxYS00YTg5LThlNGUtMmJhZmUzMTMwNGMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0104073,https://www.imdb.com/title/tt0104073/,107 min,A,"12,990",6.9
Invasion,(2005–2006),"Drama,Horror,Mystery",A Florida Park Ranger and his family deal with strange occurrences in the aftermath of a hurricane.,"https://m.media-amazon.com/images/M/MV5BNGExZmUwYmQtNDU4NC00NjZlLTg1ZjAtYmFlYjE5ZjhhZDcxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0460651,https://www.imdb.com/title/tt0460651/,60 min,NA,"12,732",7.5
Luce,(I) (2019),"Drama,Mystery,Thriller","A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.","https://m.media-amazon.com/images/M/MV5BNjkwMDMwOTQtM2MwMS00NjVmLThlODgtZmYyZjBhMjgzYTM3XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",7616148,https://www.imdb.com/title/tt7616148/,109 min,18,"14,416",6.6
Music and Lyrics,(2007),"Comedy,Music,Romance","A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.","https://m.media-amazon.com/images/M/MV5BNDY5MTQwODI3OV5BMl5BanBnXkFtZTcwODM2MjEzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0758766,https://www.imdb.com/title/tt0758766/,104 min,PG-13,"105,374",6.5
Collateral Damage,(2002),"Action,Drama,Thriller","After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.","https://m.media-amazon.com/images/M/MV5BNjliY2MyZDUtYzk4ZC00N2RhLWJiZDktMjNkYjRjNGU1MDllXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,3,280,414_.jpg",0233469,https://www.imdb.com/title/tt0233469/,108 min,A,"76,737",5.5
Kinsey,(2004),"Biography,Drama,Romance","A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.","https://m.media-amazon.com/images/M/MV5BMTA0MjA1MjA4MDNeQTJeQWpwZ15BbWU3MDQxMDQ2MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0362269,https://www.imdb.com/title/tt0362269/,118 min,R,"50,262",7.1
RWBY,(2012– ),"Animation,Action,Adventure","Four Teenage girls form Team RWBY and train to fight crime and monsters known as the Grimm, while the world of Remnant remains on the brink of an all out war.","https://m.media-amazon.com/images/M/MV5BOTM4MTllODUtNTQzOS00ZDVlLWIyMjAtMzI1OGZmZWY1NGMxXkEyXkFqcGdeQXVyMjIxNjY2NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3066242,https://www.imdb.com/title/tt3066242/,13 min,NA,"7,352",7.7
Laal Singh Chaddha,(2022),"Comedy,Drama,Romance","The story of Laal Singh Chaddha, a simple man whose extraordinary journey will fill you with love, warmth and happiness.","https://m.media-amazon.com/images/M/MV5BMmQ4OTEyOTctMmFkOC00N2M4LWIyMDEtN2Y1MzQ0NzMzNDJlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",10028196,https://www.imdb.com/title/tt10028196/,159 min,UA,"176,017",5.6
The Hurricane,(1999),"Biography,Drama,Sport","The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","https://m.media-amazon.com/images/M/MV5BZjhjMWE5OTUtOWNlMi00ZjM0LWE0YTktMWZkNmIwZmZkYzBjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",0174856,https://www.imdb.com/title/tt0174856/,146 min,U,"99,920",7.6
Hinterland,(2013–2016),"Crime,Drama,Mystery","A noir crime drama set in Aberystwyth, Wales, where troubled DCI Tom Mathias solves murders while searching for redemption.","https://m.media-amazon.com/images/M/MV5BM2FkYTUwZWYtZGJkOS00OTFmLWFiN2YtODljZGYwN2EyYzFiXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",2575968,https://www.imdb.com/title/tt2575968/,90 min,16,"14,627",7.6
Todos lo saben,(2018),"Crime,Drama,Mystery","Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.","https://m.media-amazon.com/images/M/MV5BMDFkN2QzZGEtMzA2Yi00MzJlLWI4ZmUtMGMxOWZkOGEwYTY5XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_QL75_UX280_CR0,3,280,414_.jpg",4964788,https://www.imdb.com/title/tt4964788/,133 min,R,"36,704",6.9
Saving Silverman,(2001),"Comedy,Crime,Romance",A pair of buddies conspire to save their best friend from marrying the wrong woman.,"https://m.media-amazon.com/images/M/MV5BYzhlY2MwZTUtOGMxNS00ZDA2LTliN2UtZDdmNmUyNWM2YzE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0239948,https://www.imdb.com/title/tt0239948/,90 min,UA,"41,584",5.8
Brotherly Love,(1995–1997),Comedy,Three real-life siblings star in this series about an older brother who returns to the family business a year after his father dies.,"https://m.media-amazon.com/images/M/MV5BNWRhZjM0YTktMjBmNy00YTM4LThhZWMtNTFhZmQ4MjM4ZmQwXkEyXkFqcGdeQXVyNjExMTQ4MjA@._V1_QL75_UX280_CR0,3,280,414_.jpg",0111901,https://www.imdb.com/title/tt0111901/,30 min,NA,"1,674",7.2
"Don't Worry, He Won't Get Far on Foot",(2018),"Biography,Comedy,Drama","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.","https://m.media-amazon.com/images/M/MV5BMTc5ODA4OTkyMl5BMl5BanBnXkFtZTgwOTkxMTk4NTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",6288124,https://www.imdb.com/title/tt6288124/,114 min,R,"29,070",6.8
Celeste & Jesse Forever,(2012),"Comedy,Drama,Romance",A divorcing couple tries to maintain their friendship while they both pursue other people.,"https://m.media-amazon.com/images/M/MV5BMTM0Mzk3MTY1N15BMl5BanBnXkFtZTcwNDcwNTg5Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1405365,https://www.imdb.com/title/tt1405365/,92 min,R,"32,826",6.6
Set It Off,(1996),"Action,Crime,Drama","Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.","https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0117603,https://www.imdb.com/title/tt0117603/,123 min,A,"17,576",6.9
Paper Towns,(2015),"Adventure,Comedy,Drama","After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.","https://m.media-amazon.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3622592,https://www.imdb.com/title/tt3622592/,109 min,PG-13,"105,748",6.2
In Limbo,(2023– ),"Comedy,Drama","It follows Charlie and Nate as they face how hard it is to let go of those they love, especially when they are taken too soon and when they come back to haunt you.","https://m.media-amazon.com/images/M/MV5BYjNiOTY0NDYtMjA3My00ZGZmLTkzMjctYjExZTM0YmIzZWZiXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",20697956,https://www.imdb.com/title/tt20697956/,-,NA,328,7.4
Suburgatory,(2011–2014),Comedy,"Tessa Altman is used to the big city, but when her dad moves her away, she has to adapt to her new suburban life in Chatswin.","https://m.media-amazon.com/images/M/MV5BNzc3MjIwMjYxNl5BMl5BanBnXkFtZTcwMzY2MzI2OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1741256,https://www.imdb.com/title/tt1741256/,22 min,NA,"32,617",7.2
Patrick Melrose,(2018),Drama,This series depicts how the son of an aristocratic family seeks redemption and recovery.,"https://m.media-amazon.com/images/M/MV5BNmY5MmM5MzMtMWMxNC00ZWZlLTg3ZmMtY2Q1MzcyOWFmNjBmXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",6586318,https://www.imdb.com/title/tt6586318/,302 min,NA,"31,041",8.0
Giri/Haji,(2019),"Crime,Drama,Mystery","A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder.","https://m.media-amazon.com/images/M/MV5BOTgxODE5YjMtMjE2OC00YTU5LWFmNTgtZTc5ZjRkNGM4ZGJmXkEyXkFqcGdeQXVyNjQ0MDQxOTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",8001106,https://www.imdb.com/title/tt8001106/,461 min,18,"15,576",7.8
They Came Together,(2014),"Comedy,Romance","Molly owns a quaint little sweet shop. Joel works for a gigantic candy company threatening to shut her down. How they meet, fall in love, break up and get back together is hilariously recounted in this rom-com spoof.","https://m.media-amazon.com/images/M/MV5BMTkzNzA2Nzc1Ml5BMl5BanBnXkFtZTgwNzcwNzk3MTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2398249,https://www.imdb.com/title/tt2398249/,83 min,R,"23,732",5.6
Storm of the Century,(1999),"Drama,Fantasy,Horror",A dangerous blizzard hits an isolated town and brings along a mysterious stranger intent on terrorizing people for his own desires.,"https://m.media-amazon.com/images/M/MV5BMmU3ODdkMzEtMjA2My00MGRjLTliOGMtYjA2NDA1NDkxOGY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0135659,https://www.imdb.com/title/tt0135659/,257 min,Not Rated,"23,259",7.3
V.C. Andrews' Landry Family,(2021– ),Drama,"The V.C. Andrews Ruby Movie Series Event follows Ruby Landry as she explores the depths of her curious family tree, including her wealthy and mysterious estranged father.","https://m.media-amazon.com/images/M/MV5BZjA1ZTg1MTAtNjIzOC00YjAwLTg1M2UtZmVlNGQ2Y2IwMmVkXkEyXkFqcGdeQXVyMjUzMTQyMDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",15552126,https://www.imdb.com/title/tt15552126/,-,NA,89,7.2
Fist Fight,(2017),Comedy,"When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.","https://m.media-amazon.com/images/M/MV5BMTg0NzkyMjE5NF5BMl5BanBnXkFtZTgwMDE5NTg3MDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",3401882,https://www.imdb.com/title/tt3401882/,91 min,R,"44,354",5.6
Rubber,(2010),"Comedy,Fantasy,Horror","A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession.","https://m.media-amazon.com/images/M/MV5BZTY2NTY4MzctMWNkYy00NWM4LTliOWQtMWExZDU1ZWQxNTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1612774,https://www.imdb.com/title/tt1612774/,82 min,R,"38,836",5.7
Just Married,(2003),"Comedy,Romance","A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.","https://m.media-amazon.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0305711,https://www.imdb.com/title/tt0305711/,95 min,UA,"72,800",5.5
Scarlett,(2020),Action,A college student must draw upon all the skills her spy-father taught her to protect herself and save her father from weapons dealers.,"https://m.media-amazon.com/images/M/MV5BZjZhMGY1NjUtZWU5NC00MTUxLThiMTQtZWVlOTgyNGRhOGU2XkEyXkFqcGdeQXVyNDgxNzcyNDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",12590438,https://www.imdb.com/title/tt12590438/,103 min,NA,538,5.0
Stay Alive,(2006),"Fantasy,Horror,Mystery","For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess.","https://m.media-amazon.com/images/M/MV5BMDcwOWUwNzAtZWYyZi00NmNjLWE3YTYtMDcxZTU2Y2QzMDNhXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0441796,https://www.imdb.com/title/tt0441796/,85 min,UA,"33,280",5.0
Sydney,(1996),"Crime,Drama",Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.,"https://m.media-amazon.com/images/M/MV5BMmExNDIzY2ItOTNjNS00NmE1LTk4MmQtNzI2MTUyYTE1ODE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",0119256,https://www.imdb.com/title/tt0119256/,102 min,R,"53,207",7.1
Sunrise in Heaven,(2019),"Drama,Romance","A true love story that spans a lifetime but eventually results in a painful loss of love. Jan is the daughter of an overly protective militant father, but that doesn't stop her from falling love with Steve, a young GI in the Air Force.","https://m.media-amazon.com/images/M/MV5BYTU2NmRjMTAtZjczYS00M2I5LThjOTctZmFmZjc0NjRmNWU1XkEyXkFqcGdeQXVyNzc3MDg1NTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",8801584,https://www.imdb.com/title/tt8801584/,85 min,NA,"1,680",5.7
The Hudsucker Proxy,(1994),"Comedy,Drama,Fantasy",A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,"https://m.media-amazon.com/images/M/MV5BMzNkYzI4ZTYtZjJlZC00ZTVjLTk2MDYtYWMwODA0NmFiYTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0110074,https://www.imdb.com/title/tt0110074/,111 min,PG,"83,138",7.2
The Starling Girl,(2023),Drama,17-year-old Jem Starling struggles with her place within her Christian fundamentalist community. But everything changes when her magnetic youth pastor Owen returns to their church.,"https://m.media-amazon.com/images/M/MV5BNTQyOTgzOWEtZjM0OS00YzBlLThlMDUtMWY1YWVhNmNhYTkxXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",21156390,https://www.imdb.com/title/tt21156390/,117 min,R,324,7.3
The Santa Clause,(1994),"Comedy,Drama,Family","When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.","https://m.media-amazon.com/images/M/MV5BMTZlNzk1MjItYjJlYy00MTAxLWJkNjEtZmNiNmVlNjQ4NDE5XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0111070,https://www.imdb.com/title/tt0111070/,97 min,U,"125,395",6.5
